orderID,customerID,employeeID,orderDate,requiredDate,shippedDate,shipperID,freight,productID,order_unit_price,quantity,discount,companyName,contactName,contactTitle,city,country,productName,quantityPerUnit,product_list_price,discontinued,categoryID,total_order_value,days_to_ship,customer_segment,order_month
10903,HANAR,3,2015-02-24,2015-03-24,2015-03-04,3,36.71,13,6.0,40,0.0,Hanari Carnes,Mario Pontes,Accounting Manager,Rio de Janeiro,Brazil,Konbu,2 kg box,6.0,0,8,240.0,8,High,2015-02
10250,HANAR,4,2013-07-08,2013-08-05,2013-07-12,2,65.83,41,7.7,10,0.0,Hanari Carnes,Mario Pontes,Accounting Manager,Rio de Janeiro,Brazil,Jack's New England Clam Chowder,12 - 12 oz cans,9.65,0,8,77.0,4,High,2013-07
10645,HANAR,4,2014-08-26,2014-09-23,2014-09-02,1,12.41,36,19.0,15,0.0,Hanari Carnes,Mario Pontes,Accounting Manager,Rio de Janeiro,Brazil,Inlagd Sill,24 - 250 g  jars,19.0,0,8,285.0,7,High,2014-08
10925,HANAR,3,2015-03-04,2015-04-01,2015-03-13,1,2.27,36,19.0,25,0.15,Hanari Carnes,Mario Pontes,Accounting Manager,Rio de Janeiro,Brazil,Inlagd Sill,24 - 250 g  jars,19.0,0,8,403.75,9,High,2015-03
10925,HANAR,3,2015-03-04,2015-04-01,2015-03-13,1,2.27,52,7.0,12,0.15,Hanari Carnes,Mario Pontes,Accounting Manager,Rio de Janeiro,Brazil,Filo Mix,16 - 2 kg boxes,7.0,0,5,71.39999999999999,9,High,2015-03
10250,HANAR,4,2013-07-08,2013-08-05,2013-07-12,2,65.83,51,42.4,35,0.15,Hanari Carnes,Mario Pontes,Accounting Manager,Rio de Janeiro,Brazil,Manjimup Dried Apples,50 - 300 g pkgs.,53.0,0,7,1261.3999999999999,4,High,2013-07
11022,HANAR,9,2015-04-14,2015-05-12,2015-05-04,2,6.27,19,9.2,35,0.0,Hanari Carnes,Mario Pontes,Accounting Manager,Rio de Janeiro,Brazil,Teatime Chocolate Biscuits,10 boxes x 12 pieces,9.2,0,3,322.0,20,High,2015-04
10541,HANAR,2,2014-05-19,2014-06-16,2014-05-29,1,68.65,24,4.5,35,0.1,Hanari Carnes,Mario Pontes,Accounting Manager,Rio de Janeiro,Brazil,Guarana Fantastica,12 - 355 ml cans,4.5,1,1,141.75,10,High,2014-05
10922,HANAR,5,2015-03-03,2015-03-31,2015-03-05,3,62.74,24,4.5,35,0.0,Hanari Carnes,Mario Pontes,Accounting Manager,Rio de Janeiro,Brazil,Guarana Fantastica,12 - 355 ml cans,4.5,1,1,157.5,2,High,2015-03
10253,HANAR,3,2013-07-10,2013-07-24,2013-07-16,2,58.17,31,10.0,20,0.0,Hanari Carnes,Mario Pontes,Accounting Manager,Rio de Janeiro,Brazil,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,4,200.0,6,High,2013-07
10783,HANAR,4,2014-12-18,2015-01-15,2014-12-19,2,124.98,31,12.5,10,0.0,Hanari Carnes,Mario Pontes,Accounting Manager,Rio de Janeiro,Brazil,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,4,125.0,1,High,2014-12
10886,HANAR,1,2015-02-13,2015-03-13,2015-03-02,1,4.99,31,12.5,35,0.0,Hanari Carnes,Mario Pontes,Accounting Manager,Rio de Janeiro,Brazil,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,4,437.5,17,High,2015-02
10253,HANAR,3,2013-07-10,2013-07-24,2013-07-16,2,58.17,49,16.0,40,0.0,Hanari Carnes,Mario Pontes,Accounting Manager,Rio de Janeiro,Brazil,Maxilaku,24 - 50 g pkgs.,20.0,0,3,640.0,6,High,2013-07
10250,HANAR,4,2013-07-08,2013-08-05,2013-07-12,2,65.83,65,16.8,15,0.15,Hanari Carnes,Mario Pontes,Accounting Manager,Rio de Janeiro,Brazil,Louisiana Fiery Hot Pepper Sauce,32 - 8 oz bottles,21.05,0,2,214.2,4,High,2013-07
10541,HANAR,2,2014-05-19,2014-06-16,2014-05-29,1,68.65,65,21.05,36,0.1,Hanari Carnes,Mario Pontes,Accounting Manager,Rio de Janeiro,Brazil,Louisiana Fiery Hot Pepper Sauce,32 - 8 oz bottles,21.05,0,2,682.0200000000001,10,High,2014-05
10903,HANAR,3,2015-02-24,2015-03-24,2015-03-04,3,36.71,65,21.05,21,0.0,Hanari Carnes,Mario Pontes,Accounting Manager,Rio de Janeiro,Brazil,Louisiana Fiery Hot Pepper Sauce,32 - 8 oz bottles,21.05,0,2,442.05,8,High,2015-02
10253,HANAR,3,2013-07-10,2013-07-24,2013-07-16,2,58.17,39,14.4,42,0.0,Hanari Carnes,Mario Pontes,Accounting Manager,Rio de Janeiro,Brazil,Chartreuse verte,750 cc per bottle,18.0,0,1,604.8000000000001,6,High,2013-07
10541,HANAR,2,2014-05-19,2014-06-16,2014-05-29,1,68.65,38,263.5,4,0.1,Hanari Carnes,Mario Pontes,Accounting Manager,Rio de Janeiro,Brazil,Côte de Blaye,12 - 75 cl bottles,263.5,0,1,948.6,10,High,2014-05
10783,HANAR,4,2014-12-18,2015-01-15,2014-12-19,2,124.98,38,263.5,5,0.0,Hanari Carnes,Mario Pontes,Accounting Manager,Rio de Janeiro,Brazil,Côte de Blaye,12 - 75 cl bottles,263.5,0,1,1317.5,1,High,2014-12
10981,HANAR,1,2015-03-27,2015-04-24,2015-04-02,2,193.37,38,263.5,60,0.0,Hanari Carnes,Mario Pontes,Accounting Manager,Rio de Janeiro,Brazil,Côte de Blaye,12 - 75 cl bottles,263.5,0,1,15810.0,6,High,2015-03
10645,HANAR,4,2014-08-26,2014-09-23,2014-09-02,1,12.41,18,62.5,20,0.0,Hanari Carnes,Mario Pontes,Accounting Manager,Rio de Janeiro,Brazil,Carnarvon Tigers,16 kg pkg.,62.5,0,8,1250.0,7,High,2014-08
10690,HANAR,1,2014-10-02,2014-10-30,2014-10-03,1,15.8,77,13.0,30,0.25,Hanari Carnes,Mario Pontes,Accounting Manager,Rio de Janeiro,Brazil,Original Frankfurter Grüne Soße,12 boxes,13.0,0,2,292.5,1,High,2014-10
10886,HANAR,1,2015-02-13,2015-03-13,2015-03-02,1,4.99,77,13.0,40,0.0,Hanari Carnes,Mario Pontes,Accounting Manager,Rio de Janeiro,Brazil,Original Frankfurter Grüne Soße,12 boxes,13.0,0,2,520.0,17,High,2015-02
10886,HANAR,1,2015-02-13,2015-03-13,2015-03-02,1,4.99,10,31.0,70,0.0,Hanari Carnes,Mario Pontes,Accounting Manager,Rio de Janeiro,Brazil,Ikura,12 - 200 ml jars,31.0,0,8,2170.0,17,High,2015-02
10903,HANAR,3,2015-02-24,2015-03-24,2015-03-04,3,36.71,68,12.5,20,0.0,Hanari Carnes,Mario Pontes,Accounting Manager,Rio de Janeiro,Brazil,Scottish Longbreads,10 boxes x 8 pieces,12.5,0,3,250.0,8,High,2015-02
10922,HANAR,5,2015-03-03,2015-03-31,2015-03-05,3,62.74,17,39.0,15,0.0,Hanari Carnes,Mario Pontes,Accounting Manager,Rio de Janeiro,Brazil,Alice Mutton,20 - 1 kg tins,39.0,1,6,585.0,2,High,2015-03
11022,HANAR,9,2015-04-14,2015-05-12,2015-05-04,2,6.27,69,36.0,30,0.0,Hanari Carnes,Mario Pontes,Accounting Manager,Rio de Janeiro,Brazil,Gudbrandsdalsost,10 kg pkg.,36.0,0,4,1080.0,20,High,2015-04
11052,HANAR,3,2015-04-27,2015-05-25,2015-05-01,1,67.26,43,46.0,30,0.2,Hanari Carnes,Mario Pontes,Accounting Manager,Rio de Janeiro,Brazil,Ipoh Coffee,16 - 500 g tins,46.0,0,1,1104.0,4,High,2015-04
11052,HANAR,3,2015-04-27,2015-05-25,2015-05-01,1,67.26,61,28.5,10,0.2,Hanari Carnes,Mario Pontes,Accounting Manager,Rio de Janeiro,Brazil,Sirop d'érable,24 - 500 ml bottles,28.5,0,2,228.0,4,High,2015-04
10486,HILAA,1,2014-03-26,2014-04-23,2014-04-02,2,30.53,11,16.8,5,0.0,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Queso Cabrales,1 kg pkg.,21.0,0,4,84.0,7,High,2014-03
10498,HILAA,8,2014-04-07,2014-05-05,2014-04-11,2,29.75,42,14.0,30,0.0,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Singaporean Hokkien Fried Mee,32 - 1 kg pkgs.,14.0,1,5,420.0,4,High,2014-04
10901,HILAA,4,2015-02-23,2015-03-23,2015-02-26,1,62.09,71,21.5,30,0.0,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Flotemysost,10 - 500 g pkgs.,21.5,0,4,645.0,3,High,2015-02
10601,HILAA,7,2014-07-16,2014-08-27,2014-07-22,1,58.3,13,6.0,60,0.0,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Konbu,2 kg box,6.0,0,8,360.0,6,High,2014-07
10613,HILAA,4,2014-07-29,2014-08-26,2014-08-01,2,8.11,13,6.0,8,0.1,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Konbu,2 kg box,6.0,0,8,43.2,3,High,2014-07
10901,HILAA,4,2015-02-23,2015-03-23,2015-02-26,1,62.09,41,9.65,30,0.0,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Jack's New England Clam Chowder,12 - 12 oz cans,9.65,0,8,289.5,3,High,2015-02
10960,HILAA,3,2015-03-19,2015-04-02,2015-04-08,1,2.08,41,9.65,24,0.0,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Jack's New England Clam Chowder,12 - 12 oz cans,9.65,0,8,231.60000000000002,20,High,2015-03
10486,HILAA,1,2014-03-26,2014-04-23,2014-04-02,2,30.53,51,42.4,25,0.0,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Manjimup Dried Apples,50 - 300 g pkgs.,53.0,0,7,1060.0,7,High,2014-03
11055,HILAA,7,2015-04-28,2015-05-26,2015-05-05,2,120.92,51,53.0,20,0.0,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Manjimup Dried Apples,50 - 300 g pkgs.,53.0,0,7,1060.0,7,High,2015-04
11055,HILAA,7,2015-04-28,2015-05-26,2015-05-05,2,120.92,57,19.5,20,0.0,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Ravioli Angelo,24 - 250 g pkgs.,19.5,0,5,390.0,7,High,2015-04
10498,HILAA,8,2014-04-07,2014-05-05,2014-04-11,2,29.75,24,4.5,14,0.0,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Guarana Fantastica,12 - 355 ml cans,4.5,1,1,63.0,4,High,2014-04
10960,HILAA,3,2015-03-19,2015-04-02,2015-04-08,1,2.08,24,4.5,10,0.25,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Guarana Fantastica,12 - 355 ml cans,4.5,1,1,33.75,20,High,2015-03
11055,HILAA,7,2015-04-28,2015-05-26,2015-05-05,2,120.92,24,4.5,15,0.0,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Guarana Fantastica,12 - 355 ml cans,4.5,1,1,67.5,7,High,2015-04
10705,HILAA,9,2014-10-15,2014-11-12,2014-11-18,2,3.52,31,12.5,20,0.0,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,4,250.0,34,High,2014-10
10257,HILAA,4,2013-07-16,2013-08-13,2013-07-22,3,81.91,39,14.4,6,0.0,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Chartreuse verte,750 cc per bottle,18.0,0,1,86.4,6,High,2013-07
10257,HILAA,4,2013-07-16,2013-08-13,2013-07-22,3,81.91,77,10.4,15,0.0,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Original Frankfurter Grüne Soße,12 boxes,13.0,0,2,156.0,6,High,2013-07
10490,HILAA,7,2014-03-31,2014-04-28,2014-04-03,2,210.19,68,10.0,30,0.0,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Scottish Longbreads,10 boxes x 8 pieces,12.5,0,3,300.0,3,High,2014-03
10395,HILAA,6,2013-12-26,2014-01-23,2014-01-03,1,184.41,69,28.8,8,0.0,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Gudbrandsdalsost,10 kg pkg.,36.0,0,4,230.4,8,High,2013-12
10552,HILAA,2,2014-05-29,2014-06-26,2014-06-05,1,83.22,69,36.0,18,0.0,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Gudbrandsdalsost,10 kg pkg.,36.0,0,4,648.0,7,High,2014-05
10796,HILAA,3,2014-12-25,2015-01-22,2015-01-14,1,26.52,69,36.0,24,0.2,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Gudbrandsdalsost,10 kg pkg.,36.0,0,4,691.2,20,High,2014-12
10395,HILAA,6,2013-12-26,2014-01-23,2014-01-03,1,184.41,46,9.6,28,0.1,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Spegesild,4 - 450 g glasses,12.0,0,8,241.92000000000002,8,High,2013-12
10957,HILAA,8,2015-03-18,2015-04-15,2015-03-27,3,105.36,35,18.0,40,0.0,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Steeleye Stout,24 - 12 oz bottles,18.0,0,1,720.0,9,High,2015-03
10641,HILAA,4,2014-08-22,2014-09-19,2014-08-26,2,179.61,2,19.0,50,0.0,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Chang,24 - 12 oz bottles,19.0,0,1,950.0,4,High,2014-08
10486,HILAA,1,2014-03-26,2014-04-23,2014-04-02,2,30.53,74,8.0,16,0.0,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Longlife Tofu,5 kg pkg.,10.0,0,7,128.0,7,High,2014-03
11055,HILAA,7,2015-04-28,2015-05-26,2015-05-05,2,120.92,25,14.0,15,0.0,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,NuNuCa Nuß-Nougat-Creme,20 - 450 g glasses,14.0,0,3,210.0,7,High,2015-04
10476,HILAA,8,2014-03-17,2014-04-14,2014-03-24,3,4.41,70,12.0,12,0.0,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Outback Lager,24 - 355 ml bottles,15.0,0,1,144.0,7,High,2014-03
10976,HILAA,1,2015-03-25,2015-05-06,2015-04-03,1,37.97,28,45.6,20,0.0,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Rössle Sauerkraut,25 - 825 g cans,45.6,1,7,912.0,9,High,2015-03
10796,HILAA,3,2014-12-25,2015-01-22,2015-01-14,1,26.52,26,31.23,21,0.2,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Gumbär Gummibärchen,100 - 250 g bags,31.23,0,3,524.6640000000001,20,High,2014-12
10490,HILAA,7,2014-03-31,2014-04-28,2014-04-03,2,210.19,59,44.0,60,0.0,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Raclette Courdavault,5 kg pkg.,55.0,0,4,2640.0,3,High,2014-03
10601,HILAA,7,2014-07-16,2014-08-27,2014-07-22,1,58.3,59,55.0,35,0.0,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Raclette Courdavault,5 kg pkg.,55.0,0,4,1925.0,6,High,2014-07
10257,HILAA,4,2013-07-16,2013-08-13,2013-07-22,3,81.91,27,35.1,25,0.0,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Schoggi Schokolade,100 - 100 g pieces,43.9,0,3,877.5,6,High,2013-07
10476,HILAA,8,2014-03-17,2014-04-14,2014-03-24,3,4.41,55,19.2,2,0.05,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Pâté chinois,24 boxes x 2 pies,24.0,0,6,36.48,7,High,2014-03
10863,HILAA,4,2015-02-02,2015-03-02,2015-02-17,2,30.26,58,13.25,12,0.15,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Escargots de Bourgogne,24 pieces,13.25,0,8,135.15,15,High,2015-02
10863,HILAA,4,2015-02-02,2015-03-02,2015-02-17,2,30.26,1,18.0,20,0.15,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Chai,10 boxes x 20 bags,18.0,0,1,306.0,15,High,2015-02
10498,HILAA,8,2014-04-07,2014-05-05,2014-04-11,2,29.75,40,18.4,5,0.0,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Boston Crab Meat,24 - 4 oz tins,18.4,0,8,92.0,4,High,2014-04
10641,HILAA,4,2014-08-22,2014-09-19,2014-08-26,2,179.61,40,18.4,60,0.0,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Boston Crab Meat,24 - 4 oz tins,18.4,0,8,1104.0,4,High,2014-08
10796,HILAA,3,2014-12-25,2015-01-22,2015-01-14,1,26.52,64,33.25,35,0.2,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Wimmers gute Semmelknödel,20 bags x 4 pieces,33.25,0,5,931.0,20,High,2014-12
10957,HILAA,8,2015-03-18,2015-04-15,2015-03-27,3,105.36,64,33.25,8,0.0,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Wimmers gute Semmelknödel,20 bags x 4 pieces,33.25,0,5,266.0,9,High,2015-03
10957,HILAA,8,2015-03-18,2015-04-15,2015-03-27,3,105.36,30,25.89,30,0.0,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Nord-Ost Matjeshering,10 - 200 g glasses,25.89,0,8,776.7,9,High,2015-03
10490,HILAA,7,2014-03-31,2014-04-28,2014-04-03,2,210.19,75,6.2,36,0.0,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Rhönbräu Klosterbier,24 - 0.5 l bottles,7.75,0,1,223.20000000000002,3,High,2014-03
10552,HILAA,2,2014-05-29,2014-06-26,2014-06-05,1,83.22,75,7.75,30,0.0,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Rhönbräu Klosterbier,24 - 0.5 l bottles,7.75,0,1,232.5,7,High,2014-05
10613,HILAA,4,2014-07-29,2014-08-26,2014-08-01,2,8.11,75,7.75,40,0.0,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Rhönbräu Klosterbier,24 - 0.5 l bottles,7.75,0,1,310.0,3,High,2014-07
10395,HILAA,6,2013-12-26,2014-01-23,2014-01-03,1,184.41,53,26.2,70,0.1,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Perth Pasties,48 pieces,32.8,1,6,1650.6000000000001,8,High,2013-12
10705,HILAA,9,2014-10-15,2014-11-12,2014-11-18,2,3.52,32,32.0,4,0.0,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Mascarpone Fabioli,24 - 200 g pkgs.,32.0,0,4,128.0,34,High,2014-10
10796,HILAA,3,2014-12-25,2015-01-22,2015-01-14,1,26.52,44,19.45,10,0.0,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Gula Malacca,20 - 2 kg bags,19.45,0,2,194.5,20,High,2014-12
10442,ERNSH,3,2014-02-11,2014-03-11,2014-02-18,2,47.94,11,16.8,30,0.0,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Queso Cabrales,1 kg pkg.,21.0,0,4,504.0,7,High,2014-02
10698,ERNSH,4,2014-10-09,2014-11-06,2014-10-17,1,272.47,11,21.0,15,0.0,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Queso Cabrales,1 kg pkg.,21.0,0,4,315.0,8,High,2014-10
10571,ERNSH,8,2014-06-17,2014-07-29,2014-07-04,3,26.06,42,14.0,28,0.15,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Singaporean Hokkien Fried Mee,32 - 1 kg pkgs.,14.0,1,5,333.2,17,High,2014-06
10776,ERNSH,1,2014-12-15,2015-01-12,2014-12-18,3,351.53,42,14.0,12,0.05,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Singaporean Hokkien Fried Mee,32 - 1 kg pkgs.,14.0,1,5,159.6,3,High,2014-12
10390,ERNSH,6,2013-12-23,2014-01-20,2013-12-26,1,126.38,72,27.8,24,0.1,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Mozzarella di Giovanni,24 - 200 g pkgs.,34.8,0,4,600.48,3,High,2013-12
10667,ERNSH,7,2014-09-12,2014-10-10,2014-09-19,1,78.09,71,21.5,14,0.2,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Flotemysost,10 - 500 g pkgs.,21.5,0,4,240.8,7,High,2014-09
10771,ERNSH,9,2014-12-10,2015-01-07,2015-01-02,2,11.19,71,21.5,16,0.0,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Flotemysost,10 - 500 g pkgs.,21.5,0,4,344.0,23,High,2014-12
11008,ERNSH,7,2015-04-08,2015-05-06,2015-05-06,3,79.46,71,21.5,21,0.0,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Flotemysost,10 - 500 g pkgs.,21.5,0,4,451.5,28,High,2015-04
10430,ERNSH,4,2014-01-30,2014-02-13,2014-02-03,1,458.78,56,30.4,30,0.0,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Gnocchi di nonna Alice,24 - 250 g pkgs.,38.0,0,5,912.0,4,High,2014-01
10514,ERNSH,3,2014-04-22,2014-05-20,2014-05-16,2,789.95,56,38.0,70,0.0,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Gnocchi di nonna Alice,24 - 250 g pkgs.,38.0,0,5,2660.0,24,High,2014-04
10633,ERNSH,7,2014-08-15,2014-09-12,2014-08-18,3,477.9,13,6.0,13,0.15,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Konbu,2 kg box,6.0,0,8,66.3,3,High,2014-08
10854,ERNSH,3,2015-01-27,2015-02-24,2015-02-05,2,100.22,13,6.0,65,0.15,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Konbu,2 kg box,6.0,0,8,331.5,9,High,2015-01
10351,ERNSH,1,2013-11-11,2013-12-09,2013-11-20,1,162.33,41,7.7,13,0.0,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Jack's New England Clam Chowder,12 - 12 oz cans,9.65,0,8,100.10000000000001,9,High,2013-11
11072,ERNSH,4,2015-05-05,2015-06-02,2015-06-02,2,258.64,41,9.65,40,0.0,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Jack's New England Clam Chowder,12 - 12 oz cans,9.65,0,8,386.0,28,High,2015-05
10571,ERNSH,8,2014-06-17,2014-07-29,2014-07-04,3,26.06,14,23.25,11,0.15,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Tofu,40 - 100 g pkgs.,23.25,0,7,217.3875,17,High,2014-06
10776,ERNSH,1,2014-12-15,2015-01-12,2014-12-18,3,351.53,51,53.0,120,0.05,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Manjimup Dried Apples,50 - 300 g pkgs.,53.0,0,7,6042.0,3,High,2014-12
10990,ERNSH,2,2015-04-01,2015-05-13,2015-04-07,3,117.61,34,14.0,60,0.15,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Sasquatch Ale,24 - 12 oz bottles,14.0,0,1,714.0,6,High,2015-04
11008,ERNSH,7,2015-04-08,2015-05-06,2015-05-06,3,79.46,34,14.0,90,0.05,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Sasquatch Ale,24 - 12 oz bottles,14.0,0,1,1197.0,28,High,2015-04
